,NU_INSCRICAO,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO
4223,7e555ce11fb7affba84f8b07bb8ebf71f6870d12,17,M,0,1,2,0,3,1,502.5,579.7,496.2,617.7,140,120,120,100,100,580
4224,4d46a61c00f10254ab8dc71467e9c93f9d541704,20,F,0,2,1,2,1,,414.3,508.4,507.7,369.6,120,80,80,80,40,400
4225,a1deb4d6d91c481f093ba0856fca83fa28fc61e0,18,M,0,3,2,0,2,1,604.9,622.6,584.9,532.6,160,160,160,160,160,800
4226,513a09d64837f140e637ae3c114d04579baa77d9,22,M,0,0,1,3,1,,501.8,565.8,573.4,653.7,120,100,80,100,60,460
4227,c21cae2f89bc0d08c7f45ba0b8ab4d9c6a74cf57,21,F,0,4,1,3,1,,,,,,,,,,,
4228,83ae0176816a506e4af736d861d6047facc3e021,17,M,0,1,3,0,1,,437.2,519.9,555,541.7,140,120,120,100,100,580
4229,375e14d517892563121f5bd00759d3be6a16ffcd,30,F,0,2,4,0,1,,,,,,,,,,,
4230,de045be403d30d69ba0d377b3d08246ca3e0f655,17,M,0,1,2,0,2,1,570,648.5,465.1,755.3,160,160,160,160,140,780
4231,33fa29e869bbac3a11b08b374fa186f45f456887,16,F,0,1,3,0,1,,434.9,433.1,498,473.7,140,100,120,120,40,520
4232,6ba766ad50a08686ba8e9ea6f314f37d73acb609,22,M,0,3,1,6,1,,,,,,,,,,,
4233,610ade5e7f919179b528664cf06d6ef1dbc7b5de,20,F,0,1,1,3,1,,504.4,657.7,607.9,673.5,160,180,160,180,120,800
4234,7726a19f7711e130ce088a940aee7dda1992130f,17,F,0,1,3,0,1,,,,,,,,,,,
4235,3e342a8736e5bd76a9015dff7eede744e023c1eb,18,M,0,3,2,0,2,1,430.4,422.3,420.5,388.2,120,120,100,100,40,480
4236,79435b1c00fa6bcd19ef9d56f5a1aaec573fd9b4,17,F,0,3,2,0,2,1,405.6,504.5,552.4,437.2,140,100,120,120,60,540
4237,801804594a6ed57b94798c4c7921d48cf3ea0991,17,F,0,3,2,0,2,1,420.3,448.6,412.6,451.5,100,100,80,80,40,400
4238,e16c893bae7057ace52af8011a8ad34c57ff2d48,29,M,0,3,4,0,1,,,,,,,,,,,
4239,3c17cc6b6d662bec38180b369c32b8f18264bd0c,23,M,0,0,2,0,2,1,436.5,453.1,413.8,466.6,120,120,120,100,100,560
4240,c80af97a429a0adc728aca20b34022afee944ee8,21,F,0,3,2,0,2,1,,,,,,,,,,
4241,29da32904a9e88c235e161e53d9d38473d05b6f4,16,F,0,1,3,0,1,,395.8,542.1,496,428.9,120,100,80,100,60,460
4242,66e9959cf5d9d5bacee537bafec8a7235c311020,23,M,0,3,4,0,1,,464.6,572.6,448,394.3,80,100,80,80,60,400
4243,50432e134eb326d53926cb47b93cb97110523bb7,21,M,0,1,1,3,1,,578.5,624.5,598.9,492.9,160,120,100,120,20,520
4244,fffba56f19ded39136ea295db05deeb2ce0c0dbf,18,M,0,3,3,0,1,,412.1,531.5,459.9,409.7,80,120,80,100,100,480
4245,2905ff6c25b8ff2d71840a9aea3f9f7e7f47e2b0,17,F,0,3,3,0,1,,,,,,,,,,,
4246,7fbce3c94f0257146309691744e345a377b57b97,17,M,0,3,2,0,2,1,,,,,,,,,,
4247,5c731827acbb3642e85cefd16b6609fa9c1b74a9,17,F,0,3,2,0,2,1,475.4,511.5,454.6,426,120,160,160,140,120,700
4248,f7d35a3eb92b44535b2e3a13bc2d9918ee154a7c,19,M,0,3,2,0,3,1,381.1,398.6,395,363,0,0,0,0,0,0
4249,1d7bc3623eb7b287495e40834aa8f59467d0c89f,18,M,0,3,2,0,2,1,369.1,486.8,399.5,432.3,120,100,80,100,40,440
4250,433d65e21979623707350e27980cd2b8b271759b,25,F,0,3,1,6,1,,,,,,,,,,,
4251,fc4ad46df1a24c98f84b87a93b61c94053e62576,19,F,0,2,2,0,3,1,451.9,544.8,500.7,453.2,120,120,120,120,120,600
4252,9b7d52efa6d225410979d3cab80d8bdff77dd96a,19,M,0,1,1,2,1,,465.4,486.3,467.2,479.3,120,100,100,120,40,480
4253,c64c25b7eab3cbd1a75462100cadb849d81ec4f8,18,F,1,3,3,0,1,,434.1,506.1,493.6,375.1,80,100,80,120,60,440
4254,c744037fa92d212452174f04582c84f2f2ee349a,18,F,0,3,1,1,1,,489,578.5,536.1,510.4,120,140,100,120,120,600
4255,509c142bf555415b26acb2b0ec96c071c0e30271,22,F,0,3,1,3,1,,,,,,,,,,,
4256,5c53622029906c78abf03055265f594032e7e546,18,F,0,3,2,0,2,1,456.2,468.3,398,354.6,100,40,60,80,80,360
4257,5bea7518e20261c5657af2aa6fe1380196943151,37,F,2,3,1,10,1,,,,,,,,,,,
4258,99b56712b51301e433cb8e0ee30d49ffa0b8fdaa,17,M,0,1,3,0,1,,610.9,613.4,598.8,709.3,120,120,120,100,80,540
4259,be525d4518f6382944861728dff2d5145b13ddd1,17,F,0,3,2,0,2,1,488.7,495.8,555.3,433.7,140,120,140,120,140,660
4260,7e3bd4042d7a61ef48dd7e2634323b374216528d,36,F,1,3,1,10,1,,412.9,543.3,471.8,445.5,120,80,80,100,60,440
4261,3bff02cf20ca6fb8037e44d0f7f3e4774deb5230,27,F,0,3,1,10,1,,426.9,526,481.6,519.5,140,120,120,120,80,580
4262,ca1d5937ae9f2a8d602834938b2743de7244cfdf,22,M,0,3,1,3,1,,,,,,,,,,,
4263,0bed5ea80bf6e886e9268b17c5abfb179fba6962,30,F,0,1,1,8,1,,,,,,,,,,,
4264,966cb063d84d9dff8c1e35489315d43cd0671dde,19,F,0,3,2,0,2,1,,,,,,,,,,
4265,af2a75984694e2e12f40c2f3fbce1e88d3cff11f,18,M,0,3,2,0,2,1,,,,,,,,,,
4266,5942a2381fdf33eb46000f63b36343491c2db578,46,F,0,5,1,10,1,,469.9,586.1,558.9,402.8,120,120,80,80,120,520
4267,1302bb7783956ada2666ba79b94610d5c486038e,19,F,0,1,1,2,1,,,,,,,,,,,
4268,5f2831b086a1ab27e61331a4f4f1df4864a14377,29,M,2,2,1,9,1,,431.7,501.8,360,372.5,80,100,120,120,80,500
4269,c68b705809bcc41d5456fb7035ae40b651336d3c,27,M,0,3,1,8,1,,,,,,,,,,,
4270,9e1e18f5087434842dc927101b88c3955561b36a,25,F,0,3,1,5,1,,424.9,527.1,453.2,434.5,120,80,100,100,40,440
4271,e631bc37c1d0eab7fc62d773a051e875d24e80f4,17,F,0,1,3,0,1,,450.2,493.3,492.5,467.5,60,60,100,100,40,360
4272,6188bdac70667b398a0a89c32b6d594856533984,17,M,0,3,3,0,1,,381.4,504.4,452.6,369,60,80,80,80,60,360
4273,c476ffd4a341b359923894416d2eff32b136c01c,17,F,0,3,2,0,2,1,367.7,463.8,494,426.5,100,120,100,100,140,560
4274,3a9aff08b0c86baee0568aadbfbc4c6853067220,17,F,0,4,3,0,1,,400.5,428.3,428.1,438.6,120,100,80,80,60,440
4275,5df39a940cdcaac1bae2775114b4f9afde92d9e2,22,M,0,3,2,0,2,1,519.2,492.9,561.2,461.1,80,80,80,80,60,380
4276,1d2f3c270f787e0e6772ef8b8c7770fcbe1c5fb9,17,M,0,1,2,0,3,1,570.1,601,583.6,465.6,140,160,180,160,120,760
4277,02f801ccfc6206e89fad47a57079ac44d219a48f,18,F,0,1,1,1,1,,534.6,592.5,595.4,565.3,140,120,160,120,140,680
4278,5ceb0f637c3a168885d81d5f4a2c9a520082a287,19,F,0,1,1,2,1,,452.4,517.7,558.2,361.9,100,100,80,120,60,460
4279,221a9f69e66d5c077d10365a07bc30f2c5492c4c,41,F,0,2,1,8,1,,382.9,485.9,494.6,392.7,80,120,80,80,80,440
4280,553ae13120753e50756eaadcb79a00f50a5af995,27,F,1,1,1,9,1,,,,,,,,,,,
4281,852994d2f2e39fdbabb9acccd74c8db61d1d7e81,18,M,0,3,2,0,2,1,560.5,456,544.7,607.8,140,120,120,140,140,660
4282,f16aed198976db727b78ee42c120b3a61800f45c,23,M,0,2,1,3,1,,,,,,,,,,,
4283,462d9346e54d53981b2b5d14e35501b296a661f8,15,M,0,3,3,0,1,,488.7,573.6,558.3,584.4,120,100,100,120,80,520
4284,d71694e09270f27b4bc7b4d9e6625dfd2063a3e8,20,F,0,3,1,2,1,,479.2,514.3,541.4,494.7,140,120,120,120,120,620
4285,cf0747bef5eeec5aef95acc8b73ed2f3f3419374,38,F,1,1,1,8,1,,,,,,,,,,,
4286,985d81afb6e064d37af40ec46d28bc0833d62fca,19,F,0,3,1,2,1,,388.4,517.5,477.9,386.6,120,120,140,120,60,560
4287,f01e65e439129c7b265930b9a683faee34560d7b,19,F,0,1,1,2,1,,657.4,645.1,616.8,708.9,180,180,180,200,160,900
4288,f606ce165c205e19689a98322c46a1a85aa668b4,24,F,0,1,1,6,1,,,,,,,,,,,
4289,48ca3f6cf0f1624a2260ee5aec49e0ff5f7a95a5,18,F,0,3,2,0,2,1,412.9,476.8,405,533.8,80,80,100,60,60,380
4290,b5785d530a729529845f453e8fd47a1e444258f0,19,F,0,1,1,1,1,,438.8,539.1,600,419,140,120,120,120,80,580
4291,f0f3524098618cffc7ef34901b9f91b20cb43603,17,F,0,3,2,0,3,1,478.1,606.4,547.5,433.7,160,160,140,160,140,760
4292,9c859991484a4c94945e64ab8699a6a5fe4b8991,22,F,0,1,2,0,2,1,,,,,,,,,,
4293,b8635486a4c32410d7e5d9bc9d6e0c24c6d8d153,17,F,0,1,2,0,2,1,568.8,710,620,563.3,120,140,160,140,120,680
4294,65b652deebd25a9520c6abcd58d383abf5870471,18,F,0,1,2,0,2,1,422.3,509.3,417,464,120,120,80,120,100,540
4295,fb5acce67110f81bee293697e7c3f80e709867c2,15,M,0,1,3,0,1,,436.5,581.2,473.8,600.2,120,120,120,120,140,620
4296,fafc4cadd03b6a114b1f6f884ed3229d031a5906,27,F,1,2,1,10,1,,521.3,602.5,519.5,434.5,120,80,80,100,80,460
4297,c2d2814fbd494fe1f73653eea9f7b8215f88f400,39,M,0,3,1,1,1,,,,,,,,,,,
4298,133e7b67848698cebc5bb87adc133ac122094d6a,21,F,0,1,1,4,1,,429.9,497.3,458.7,374.6,120,120,120,120,40,520
4299,879f3d990c39efa9f2523d463ddb72305cc53bd6,25,F,0,3,1,7,1,,505.5,609.1,531.2,548.1,120,120,80,100,80,500
4300,7fbd0b1cac775bc4d6078b87428264976fc24972,21,F,0,3,1,3,1,,,,,,,,,,,
4301,449965abf75005c4012f141a6fdcbebfd6f0ef97,16,F,0,2,3,0,1,,400.7,497,540.3,364.4,120,120,120,100,80,540
4302,a265d5e2b48d8211843a2121d7104e44ff0749a3,17,F,0,3,2,0,2,1,466.9,522.6,555.1,380.2,120,120,100,120,60,520
4303,50f431d484aa9c534299bf6b47caf2fb9f94f244,15,F,0,1,3,0,1,,454,531.6,497.5,601.8,160,140,140,160,60,660
4304,d92b81abc0bad86e09cd1d6d55a8ac412177f158,24,F,0,2,1,2,1,,516.1,583.6,563.4,408.5,120,120,120,120,100,580
4305,7625cdd868d8379bc33ef5def5c74d03dd5a5a0a,17,F,0,1,2,0,2,1,414.8,503.4,510.6,464.2,120,120,100,120,20,480
4306,c589242332c0a27224d8eef92b7dbe0e982f5bb0,18,M,0,3,1,1,1,,453,566.9,495.4,354.2,120,120,80,100,80,500
4307,dd0b341b272c403ac42a59c5b286f310f7f6f896,18,M,0,3,2,0,2,1,459.5,593.2,551.5,670.4,160,120,120,140,120,660
4308,99e6855731110b5ceac63e4e1660d3f8714edcbb,18,F,0,3,2,0,2,1,481.3,536,485.5,343.6,100,60,120,100,60,440
4309,b9404373940d31d78e2f1ed178c812b62918a484,48,F,0,1,1,10,1,,,,,,,,,,,
4310,03ad86c526c2ea346ae08e9e85163bde284a1057,16,F,0,3,3,0,1,,465.6,603.9,577.1,568.8,120,120,80,100,100,520
4311,382d13d7a03d98489cff52f89bd3afc04275a7ab,21,M,0,2,1,1,1,,468.2,540.1,506.6,365,80,40,40,0,80,240
4312,8dbae83c88a5ac4cdc6bc953800dcac3938dd44a,19,M,0,1,1,2,1,,476.9,472.2,,,,,,,,
4313,e70dbfef1f2b9cc19d17bb061fd2d6e05969a750,18,F,0,3,2,0,2,1,445.7,353.9,565.8,380.1,120,100,80,100,60,460
4314,47e76f292ad56c5509acbe826b97b0c0b4dbb592,19,M,0,3,1,2,1,,,,,,,,,,,
4315,44a7178781dedf06d4ddae7edb87e3dd6bca576f,17,F,0,2,2,0,2,1,461.8,596.2,602,422.4,160,180,180,160,80,760
4316,6cc7ff13f5ed53b0ebfe8166904c5e283e69104a,21,F,0,3,1,1,1,,415.8,473.8,430.9,383.7,120,100,80,120,40,460
4317,637b774e02acc7d6a76c0ee89bdb02eb65e5bd26,21,F,0,3,1,3,1,,395.4,432.1,511.3,414.3,100,80,80,80,40,380
4318,697aa471ad5c6008511aa1b6f79f31f68eb29ef3,17,F,0,2,2,0,3,1,432.4,503.9,603.5,468.2,160,160,140,160,140,760
4319,e5eea28e752380e5bd84451ee0a4259478b9ade8,29,M,0,3,1,10,1,,561.6,579.1,,,,,,,,
4320,3734da82b5ba5c816d89c479287d415932f8dbe3,16,F,0,3,2,0,2,1,370.7,565.8,465,406.2,120,120,100,100,100,540
4321,7d28d3242234d10f883cab7cfd5da69f25d69668,18,F,0,3,1,2,1,,402.5,478.8,496.9,347,160,160,160,160,120,760
4322,086c78d54cff2ab237b4b1127630667e5375e470,18,M,0,3,1,1,1,,414.1,560.1,537.6,473.9,140,120,140,120,80,600
4323,35cec9758b51dd9792b071e95440f791a249ff92,22,M,0,3,1,4,1,,,,,,,,,,,
4324,ce1e5c4f01dc17a7c17616cb63383221bdc21937,19,M,0,1,1,2,1,,385.9,526.5,417.4,339.6,120,120,100,80,60,480
4325,d39b8bbf5fa65860f058d21b6ad0f17a70da20d4,17,F,0,3,3,0,1,,510.2,547.3,538.9,449.5,120,120,120,120,40,520
4326,c1564284fb92089236deed877f31fabb749663ad,17,F,0,3,2,0,2,1,504.9,550.5,532,457,120,120,120,120,60,540
4327,8fc6f5f6f7153bcce39ea65cda7dfa7c4848666c,17,M,0,3,2,0,2,1,485,538.1,475.8,496.9,120,120,120,140,60,560
4328,5148a15aebdd9f5133f894a95d34f6bee484e8fa,17,F,0,1,2,0,2,1,460.8,605.7,533.2,445.3,120,120,100,120,100,560
4329,1f13e0592b135d81a2829aa3bfd2c53c16c4d19e,19,M,0,1,1,1,1,,579.5,606.9,563.8,557.2,120,160,160,160,100,700
4330,00adfaa247d1bbfb8ce4680e2f4c411d38d3423b,17,F,0,2,3,0,1,,402.9,472.1,535.4,511.6,120,80,80,120,0,400
4331,af2a8eb8a35aa7fcf97f214b44d187951343eafc,17,F,0,3,2,0,2,1,,,,,,,,,,
4332,261c75710fb58332a5b7477430b7c902291eb919,17,F,0,3,2,0,2,1,,,,,,,,,,
4333,d0feb43ef4f817f862d6b89949963a97e2aea9ef,20,F,,3,2,0,2,1,431.4,529.5,571.5,392.1,140,120,120,120,100,600
4334,f4a949ee8cf707a44019fbe0da75556b8f8c8d2d,24,M,0,1,1,6,1,,604.5,603.8,601.4,710,120,100,80,100,40,440
4335,a411575da9179b1ba05f1d3a099dd957139837f9,25,F,0,2,1,7,1,,,,,,,,,,,
4336,e301a1ead4a5f331029850077649689e03f3bd2e,18,F,0,1,1,1,1,,418.7,575.9,564.7,393.6,80,60,80,80,20,320
4337,1f96aa2205e628a954f2f9810083d4fa5aefaba6,25,M,0,1,1,4,1,,,,,,,,,,,
4338,e9dff859f01936c3ba143d2f8ea32ae322ac65bf,18,F,0,1,1,1,1,,,,,,,,,,,
4339,c1985431687029181ba816b6845cca361365771d,65,F,1,1,1,10,1,,,,,,,,,,,
4340,269c693e60098392947a136ca71b0effa0a09527,19,F,0,3,1,2,1,,406.4,458.9,500.9,508.1,120,120,120,120,100,580
4341,439e7afb8f3f7a8fc2e8916649d024805eb6ee26,18,F,1,3,1,1,1,,,,559,453.6,120,140,140,120,120,640
4342,83e3556793edb49f6d482fa1de59c13eef38c8b4,20,F,0,3,1,2,1,,486.1,444.3,400.3,462.2,120,80,80,100,80,460
4343,aa7083f76cd4f8317370dc05e45bcdad5c9db927,51,M,0,3,1,10,1,,,,,,,,,,,
4344,9de20f78be6bd4f302c3645a62ff099c98c830b4,19,M,0,4,2,0,2,3,480,510.5,545.5,479.8,120,80,80,80,40,400
4345,e98e90623877891006b10eeaa8329d73a940a944,18,F,0,4,1,1,1,,480.5,563.5,559.7,342.2,140,120,140,120,80,600
4346,5463a5018534f153266405207940de1af4c4b615,15,F,0,1,3,0,1,,,,,,,,,,,
4347,1cad18c2db4d56543856e8cc832dd0677044c8af,45,F,2,1,1,10,1,,493.7,590.9,505.3,610.9,140,140,120,140,100,640
4348,3d88fc3dc6f58321d494660ad9c8aec6f69e11a6,53,F,0,1,1,10,1,,,,,,,,,,,
4349,57275e692542645668c9aec06ddbfa4fe4156f1b,17,F,0,3,2,0,2,1,439.4,458.1,463.9,441.9,120,120,120,120,80,560
4350,ae6347d80bb9aa91405e0e2f50b03a284497f489,21,M,0,3,1,3,1,,415,471.7,388,370.7,80,40,40,60,20,240
4351,590f3876cfec51d62275a2be034217506ad7d9ba,30,F,0,1,4,0,1,,406.1,427.5,486.8,590,120,120,80,120,40,480
4352,fa76582d6df1d9e198f1ccb7c7bf1052bfd6197b,39,F,1,3,1,10,1,,459.4,509.9,,,,,,,,
4353,7779b8467a6e9e9fc939b6b9938afb12b7cb0ebb,19,F,0,1,1,1,1,,514.3,535.2,481.4,627.3,140,160,160,160,120,740
4354,6e6844e4bd2a21ae6481918c01be8731520af816,17,F,0,1,2,0,2,1,435.5,371.6,499,392.4,0,0,0,0,0,0
4355,cb04aed80e8d001e45f2b034740873c75e585100,24,M,0,1,1,4,1,,385.5,625.3,,,,,,,,
4356,6bd3eb7c6d6031e204185326a492125a46c6a8ea,18,F,0,3,1,1,1,,500.9,512.8,546.2,382,160,120,120,120,60,580
4357,a42922127be3e739b0eb7730b4a40eb4c094c66b,17,F,0,1,2,0,2,1,431.6,513.4,551.5,587.3,120,120,120,120,120,600
4358,fe6a17be574640026980267fc9afe5d43d4cec91,23,F,0,3,2,0,2,3,435.1,485.9,498.5,415.2,120,120,120,100,120,580
4359,f5559868e9046da21a1b6c310c6f8e9d29800a09,17,F,0,3,2,0,3,1,396.4,590.8,540.6,429.5,80,100,100,80,120,480
4360,c5bd40ac5fb0be4f0bf20fe9f29f34aceb237a6a,18,F,0,1,1,1,1,,667.6,769.1,624,656.3,160,180,180,180,200,900
4361,146f20890a306c8c6d7ef4607e8d6c7433854659,20,F,0,1,1,3,1,,495.8,542.5,499.4,556.2,100,120,120,120,80,540
4362,e0337e619a8e61f88f3f0a385df2ee447efc293b,18,F,0,3,2,0,2,1,421.9,481.7,380.3,358.1,60,80,80,80,20,320
4363,2f6c328a3c247367b22a469428104664ef84c37b,17,F,0,1,3,0,1,,416.6,539.5,546.1,424.8,140,160,140,120,100,660
4364,382ac9f2894b1c3b8d25af52cf3d63328bcff273,16,F,0,3,3,0,1,,540.1,571.9,586.3,445.1,160,140,120,120,100,640
4365,4770c52ec8e03638f0b7f38f8a6c16c7aca6e27e,23,M,0,3,1,6,1,,,,,,,,,,,
4366,04fa5d316148ef2ee2a3254de6e667699cf34d01,20,M,0,5,3,0,1,,440.9,496.3,526.8,522.5,120,120,120,80,100,540
4367,6677e83cd8f37f3abd9629a82e6be504d7b4b2c4,24,F,0,1,1,7,1,,574.1,624.6,644.5,663.5,180,180,200,200,180,940
4368,7619162148e3d8dbe26240833b5e9d747655348d,27,M,0,1,1,9,1,,695.5,694,637,843,160,180,180,160,160,840
4369,204fb33681af8a916f3bc9b83c22b720032fab39,27,M,0,1,4,0,1,,450.4,537.2,507.5,450.6,80,80,80,80,100,420
4370,1cf24e273af8d49ea852d9efa133e077ffafdad9,23,F,1,3,1,3,1,,374.8,501.6,470.7,364,120,140,120,120,80,580
4371,2743f3a4dccf2641202b98432b6e92e998485846,19,M,0,0,2,0,2,1,448.6,433.4,481.6,404.2,0,0,0,0,0,0
4372,22155bbee513a6b85fa94d3fd98f24cf4394ce14,38,F,1,5,4,0,1,,,,,,,,,,,
4373,99de2cacc66ae58a2752caf2cca0380dd8504942,22,M,1,1,3,0,1,,391.1,506.1,489,413.6,120,100,120,100,60,500
4374,99fd1c076d02b22800b51bfdf177876a2e048f1e,25,M,0,1,1,7,1,,460.4,500.4,525.9,535.2,80,60,60,80,20,300
4375,3115ad68cf28098c6d0e5fdc9a1ae236bcd51a8b,17,M,0,3,2,0,2,1,597.9,661.2,597.9,716.3,140,180,160,200,160,840
4376,c76912f285743b4b5814bf392b8d0a1279e6cc28,26,F,0,2,1,9,1,,476.3,575.3,538.6,598.2,200,160,160,160,160,840
4377,24cc1c6f46d2dfaa168ce49e2ea676544f395f56,19,F,0,3,2,0,2,1,435.1,388.6,405.4,400.7,60,80,80,80,60,360
4378,409fa4e1aff736224e2983dafde0e71e4d495b38,18,F,0,3,1,1,1,,412.7,468,493.2,475.3,120,120,120,100,80,540
4379,f54bbd455c46bdbcc996f86962f7fafaaf9e177f,17,F,0,1,2,0,2,1,465.1,467.6,441.4,436.7,120,80,120,100,60,480
4380,f110ce6d6765d8d194a6844f2802111a636f2c5d,19,F,0,1,1,2,1,,472.6,549.4,528.8,477.5,140,140,140,120,100,640
4381,be1aff9e475451ca374de76cdafa84636179c76e,18,F,0,3,2,0,2,1,424.3,614.6,603.1,487.9,120,120,120,120,40,520
4382,cebd323e7a971183612f8c9e90a64003ff00329b,35,M,1,1,1,10,1,,,,,,,,,,,
4383,003077a38f98553263e98bb91679605adbbae43c,21,F,0,1,1,3,1,,,,,,,,,,,
4384,9a2265bcbd845211ddcde4d0aa487aa0cd759d02,19,F,0,3,2,0,2,1,442.2,519.9,481.2,417.5,100,80,80,80,40,380
4385,8b2095af69705e8e47fe8859b5bf303fa67ccfa9,18,M,0,3,1,1,1,,385.1,574.5,498,480.1,80,80,80,80,40,360
4386,c8080a159a8aad421f692f9aa6ca65f368eca2e3,16,M,0,2,3,0,1,,493.6,601,597.8,650.1,120,120,100,120,40,500
4387,262d51c16122b7af025aa9656f916521bd07e67b,19,M,0,3,1,3,1,,430.6,550.2,387.9,401.7,120,100,100,100,20,440
4388,1275f184ace7874ac7831749ff6a6d068974a1c6,22,F,0,1,4,0,1,,,,,,,,,,,
4389,07b1d3d9264353108d2cbc35a282a03f5e2d3211,39,F,2,3,1,10,1,,,,,,,,,,,
4390,45a069d03e9ccd4f1222c2a4854c60bc2ce2561a,16,F,0,1,3,0,1,,602.5,588,595.6,483.8,140,140,120,140,120,660
4391,eddf1bcbdf97428d04545024707dbd0a7e90ddc4,19,F,0,2,1,1,1,,404.4,438.4,505.1,524.2,80,60,60,80,20,300
4392,d1c35357676b63ed9596f92213e30a271b624c90,22,M,0,1,1,4,1,,541.1,627,583.3,603.6,160,160,160,160,140,780
4393,c42094cbf5ae12ee71f5f0d9d7c19ca94a8227d2,20,F,0,3,1,2,1,,396,529.6,462.7,367.4,120,120,80,80,80,480
4394,48ea9a3d3d2caf3de961d5d5185618795e4d840e,17,F,0,1,2,0,3,1,508.4,595,614.6,559.9,120,140,120,120,40,540
4395,0ddccbdbf60cf44933dc181903b6b5abedadaaba,17,F,0,3,2,0,2,1,453.1,475.7,546.6,334.3,120,160,120,120,160,680
4396,648d73c39b1290b339d576681a3bcd75bb99ac02,19,F,0,2,1,1,1,,,,,,,,,,,
4397,cec725570a8a8458b2b8cfaec689fe8a00bb3e02,18,F,0,1,1,1,1,,574.4,592,609.9,611.5,160,120,120,120,120,640
4398,e0e3c430659310f3c81c057c44df39cfab8dc8cc,20,F,,3,1,2,1,,,,,,,,,,,
4399,036184836571ccef139a64c4df54e5c44518b50a,20,F,0,3,1,3,1,,568.1,506.3,543.4,537.2,160,160,160,160,120,760
4400,6d37944ee0a32fbd005c2a31bc3e1d46871a7042,19,F,0,3,2,0,2,1,438,476.6,483.1,340.9,120,120,120,160,120,640
4401,a7a64ad8f695816e9b675881e84c585ada91ae85,18,F,0,3,2,0,2,1,,,,,,,,,,
4402,b58036e7e2dc644259f64309eca8e72276622c3c,18,F,0,1,2,0,2,1,523.5,578.3,539.1,580.7,120,120,120,120,100,580
4403,55ba44cb0717e82e94d3364e1f17854ac0e5142f,17,F,0,3,2,0,2,3,402.1,559.8,560.9,454.7,120,120,120,120,60,540
4404,5d45b289b16e5e7b30410f37d2b7c820d0b066f8,17,F,0,4,2,0,2,1,429.4,537.9,563.6,473.5,120,120,120,120,0,480
4405,0fff94c13830ac13ddbbb57ee097ad34835a58bf,23,F,0,3,1,5,1,,439.3,539,430.6,410.4,120,120,140,120,160,660
4406,ab0b8a54157dacef585e11f4a0cbc3c72f3c055d,23,M,0,3,1,2,1,,582.5,620.5,532.2,630.4,160,120,120,160,100,660
4407,58dd108d54634bd7d84748e047c23ec531e8818e,22,M,,2,2,0,2,1,507.6,418.1,368,368.8,100,80,60,80,40,360
4408,fbdb96120639ddea4499698ed7c7433fb0eeb015,35,M,0,1,1,10,1,,526.4,613.9,550.9,451.4,140,120,120,140,120,640
4409,3f7eb50d9b5843f52b5f547136a13bc13d1c90f9,23,F,0,1,1,6,1,,531.4,554.6,570.4,663.1,120,120,120,140,100,600
4410,25f16e315f63331621c217f68074fdd9341de974,16,M,0,3,3,0,1,,468.5,417.6,403.9,493.4,100,80,80,80,0,340
4411,a103056b694dd2bb8d1ddf1485774c2867bca932,19,M,0,3,1,1,1,,519.7,540.7,449.4,600,140,160,120,160,160,740
4412,b1887ab843d975b86e13e285433bdb840caa9b20,40,F,1,3,1,10,1,,,,,,,,,,,
4413,402488493b1d14c4f42d69c59f2f554532e0cd52,20,M,0,3,1,3,1,,484.6,620.6,600.6,551.2,140,120,120,120,80,580
4414,ef500e2c39d56ebb33c2631c5e0890fbd34f779b,18,F,0,2,2,0,2,1,469,556.7,542.9,406.7,120,100,120,100,120,560
4415,30387251f6cc5bf9823117d40ba0791401ee3c45,35,F,,3,1,10,1,,,,,,,,,,,
4416,896065c342dc89b24a621b72b3eecf81e91c286e,18,F,0,1,2,0,2,1,417.2,501.4,527.8,350,120,120,120,120,40,520
4417,b1a66bdf8b53f4089135d552e64eac33aec3d539,48,F,1,1,1,10,1,,469.9,563.2,508.6,561.2,100,80,80,80,40,380
4418,6ce862a14e90abf89c0aef1186784f51d74d8039,19,F,0,1,1,1,1,,430.2,374.5,360.8,418.4,80,80,80,80,20,340
4419,654f9310e0507f6048c56a92296f7c0c33128c93,16,F,0,3,3,0,1,,493.1,602.6,621.8,428.3,160,180,180,160,120,800
4420,fb60b0a2c4dd126b5232869811acb591055ac59d,25,F,1,3,1,8,1,,471.5,452.8,479.9,414.2,120,80,100,120,40,460
4421,f68db0183ebfe64367e6b11d97f0cd244b6af772,23,F,0,2,1,6,1,,476.5,515.1,496.6,405.9,120,100,100,120,80,520
4422,721c4cef9774eb7fa76117c92abd1f32685b5a2a,17,F,0,1,3,0,1,,407.6,577.8,515.4,513.6,120,140,120,120,60,560
4423,c021b21fb90292ccbeb7e5bdfd7c7c84b2937502,27,M,0,1,1,9,1,,,,,,,,,,,
4424,d06aaeb72b26b5bec9d5c8937b2900fbf4784450,27,M,0,2,1,8,1,,395,483.6,428.1,496.8,120,80,80,80,40,400
