,NU_INSCRICAO,NU_NOTA_MT
1098,3f318550fb1494cc6160d1e031ae29ac2fc065aa,491.8617186338354
1101,c7cc0461b2c741ae81ee815a975dc6b9e514875c,480.21786476448153
1103,af6c4e9ec5b12de767977306416bd0d9447d310d,432.4377462173173
1104,7b309e8114f95274ac95aad6697df953fce1d861,421.3400918775971
1106,1129f19bd9bdda52f995bbbc88ac1d7b2c7b10d4,442.03350938419334
1107,adcb305091a3f8b4a9771362caaae7d2b39465c2,475.70898633545926
1108,3b08ec5615162eeef39ddf97c305601f8d6be53c,628.9794651485214
1109,dd8bf6ed8a7291b0bac35478a7d4812939478898,514.8543567013048
1110,298c9c61c87385c00c8eaa4192d153a8d059e411,483.96091575831315
1112,64449fe7c928f02f796c5b0d527c681b537f7859,433.3307885297648
1115,5b4105ad5fc607cdcd25108cdb499ec0c7f7cd5c,571.5910107256337
1116,f0d08da594cee151c351acda8e05cedb7aa8f2e6,561.8363896180878
1117,cd2030092aacaa9580845fc92189ad3bc1a88129,414.9385810769777
1118,1372e1ae0bd729de3f59baae76f62b02b73b21ac,480.12854566509606
1119,3a74629fd3af085f644ada2fd31359de263dc95d,455.49444457082626
1120,c5c4d066740c70017879a186e3df0b148edb1785,428.2389964793628
1121,93622845055ef268067ee6964763aff9683e8360,450.7813023064801
1122,5201a5f9e394334dc5fd4a496f8f50e6208d19e7,401.72133072293605
1123,7e760b93b2a189673c81aff7015aca45b4f50f3e,436.33951290270346
1125,e4e972daa04fa516a7faddc8f3a9051fa1a3ef73,439.6191327583632
1126,04013eb3b9f5e047e3c384cbc124d6be434890c1,419.3352441462529
1127,da0d4b43fd0c5896ab67944d72aa269aa842668e,592.5709899397367
1128,27b0ea08fbfdf0ab929e8910fb53de7f2d38e027,449.8244429121394
1129,bf751d79db8096cf876ac75002003bf2a7da2035,428.91125285830043
1131,726af52ecc5309864376cfbb79843e4d9bc67eb0,519.3202642374051
1133,ab662cdba1df0e1c825e0a4ee853ba1e1cbc93b7,508.325268025878
1134,9cb5797ed8f7ede425ba307f769774b42460774c,462.54077097259153
1135,ac75c3f733f769455017ffdcf9b4ef75af3f853b,418.2418667225619
1136,8c408798149631973f52a14f363b604349f3425d,613.3519299742627
1139,b04c28955fd0f07bf69fc01d69aed8d166814b31,430.5738097421918
1140,8526e4bbbef79ed45f772a3cf3f872feca4b2c78,455.43640787075867
1141,fa2603e1077c05493a48a74c6365a8d938b9bb58,437.39209377249256
1142,0432abb93e94758393c78d674c53761c8e7547b2,426.4499405616824
1143,49b0b691c0182295bc83ac4cc9d50a64a5848c0d,534.83780719072
1144,40e4c903604e672a031abf55a0e9d0be2499e19d,533.7595448024658
1145,954ace12d31d77ef4ea626ea92bdeb925fd6e5ae,577.6741779222805
1146,ae275ec587fa99cbc535a14b099e9a53418ad6f5,604.6134172910788
1147,a40bcb038126e8fcc18613587d349c451b17495e,629.9191760251047
1148,9b19bbaedd6ecaef988bef930c5793119b19dc00,433.0314866478233
1152,3d6a4ab1849805f82b0f394f9a4fa437f4b32ac3,416.9489137355357
1153,6be58e40bbd01a8ac4d505fbd0365dd83af28e95,498.7421891811498
1155,46ef075a91ce3096159d24ef137e502955a2e92a,446.1984154604987
1157,0fd2ebb2cba41467a2f1f064879e27c14671db11,470.57858574569826
1158,1a4a64788e42e62aebaf976e118e4312f271be20,546.8362848656246
1160,176bc8dd43cac4ba6a6d6a02ffdff69f551753ea,491.43138966558774
1162,6c508375be3ebcb0b6c52551760aebf3b08eeb9a,414.8422057177371
1164,d920d310fa85f5d607cddd3f366d1fb4901372da,461.8370932986828
1165,362d6b57494e38fdb9d8081c65fcf4c95e1d1bd7,501.1534540341456
1167,ba01e15e5a2f24d0dd9b724618655a329ad61213,475.3706433326921
1168,dbeac2f05498472ec708163898309999efef03f2,388.0051790059207
1171,f9e9ba7cde4ffc2fe5abfac27bd6d9cb5111ba88,543.7601582169277
1172,8b8e4fa6082f26f5676d2a45314fc89dcdad7076,472.7431923929135
1173,825b9a5eb0d8725082051b41e082aed01dc9be7e,379.00190225442776
1174,67d77c90ad21e26bfc94677547f6910b01dc1d32,417.3792545248659
1176,74271d115ce6ed32aa2aa834385200a606c62bce,372.20216180692296
1177,6efd349903f7b391b6f920cc76de7b507258a8c9,400.7572692817892
1179,c0934de7b64b1ea909ce77c97580606e18936874,597.3826906180118
1180,f81906feca10f1eeb5153e9f662a06040dc795c9,573.1386569040975
1181,18aa57fa1865b2c449bcd32f44cec2cfd4d3fb53,428.27167711486277
1182,2ad02e38865830766bb87531dcb154852364eb39,504.10027074281766
1184,f986cc713f62755c8e4e47a388f9775fe2f46b40,444.7887694886399
1185,143481c553f2f07d71a7b02d4364cf716eb213c3,510.8614214733457
1186,7c2c0ca131808098924fa3305efe67029c95e527,517.9318951552116
1187,862074b9b6dcb5e90476279725b9d0aa991f1e86,362.3136180085213
1189,cc57d8d2de26ada1e07617bd66f8fd3f61f8b1ba,451.78087000719864
1190,cd532929efcd6be773ba62fc83c631a77eb24e94,621.2590464229198
1191,64a70bc39c408304ecb8e572765315a3896ff833,485.0663645593833
1192,5573caf7f47589820461e64565f85c11bf9f122b,446.2016815387102
1193,3d53dc66f180761ba5e2d28a300c8ef057d9ea7c,590.5712936739317
1194,e7f989fad23aa525007003e7d1382ae56c9947f5,441.6850542670928
1195,44b8f6f734d554fec0da2e60da8d27868798c802,499.96742669900163
1197,34d6082a74330b3f5bc565fc573674afaa03f661,700.1310310440081
1198,d25c087f96c3997d6328b953d4a710d27ef5838a,457.6307535181451
1201,1fc2ba4ee56a9fbd8fe1aaebbd17687e789e56ba,479.512290905624
1202,e447d3f2d58677fd267d7a03f501ef642a1d4e06,403.9239490167926
1203,fbe1950b1a096572f21ea11345473fefcba6c84c,443.79528696703784
1205,c2254381cb8e8019e54099ee35eeb5fe7216f9a0,465.25159864072367
1207,48bb95f95bf1597bd67366fb50610ada3df98863,449.03469542089937
1208,51ae593280f360e68b5400abcbb0d37f1ecade71,685.8985306561582
1212,6058199e6bda1e0af51a1186b65ff76d4fe4035c,534.5178421076176
1213,9ce7d4b53bf2eb3cad027dafeb62d9de6632a2c3,440.8346650909252
1214,31a4df5d818242efa0d50309c9bd5e503d3811fe,435.00634871590154
1215,89c71043264315c4e0eea0f8775363a12dc82061,414.98577274091446
1216,81d76646552b14b85adb5d258e5a135fd7ddb86a,471.89314135967516
1219,c4a3b96cff4393b06246604527f1a558ad8b66b3,564.632404890083
1221,45eab0d008b4971810ca4b2d7b735916d9991a9a,642.7145043728207
1222,982fd0566d5924b506fe1477fda3513984c4c702,529.9978660397862
1223,071406b9fa1692facfb35f7a9ce5106eae4ef6d1,514.3506624404556
1224,4edfc1f4a0e7eb1d527d38c7bb3d3dddf6236042,425.35795008198323
1226,8cadd025151167286941b7d4f113e0335e046bbb,569.8085333135346
1228,6629196865947bb489338e3fa1c9f0e56614ee72,516.5256578690769
1229,b11e9bf8d068464d8d1ecef81cad5c24a3dd1d44,356.7051622443951
1230,bff7d200b32aa005540af908fb325a46ca9bb742,406.21917382096217
1233,5d42040f9935aff1dabc32c4f5a578148138e1af,390.27284930114934
1234,bd01964e27b0e530ca458b382b07493aeb48a2ef,448.7408958000135
1235,6588cdc7aef843b1775104bc38017bb3f808c7bc,445.1349096090739
1236,8f355ce069b6da0b9a1f6890136dc7d7e1b00c44,597.2069980965448
1237,1d705b7b461dfd626645d5df319ab733c1c1ca73,460.8588536661495
1238,106b58912414f794e754883865bf6e4cf68adfbc,460.1409789030543
1240,973c923e39db780e329a64c6049dc85d9be17978,410.8525292604762
1242,0f5367ce6b0a0245b9a7d75b6e2321a092f2596c,445.02156727798626
1243,7f9879b40a268318e2a969e73156aa9df7a48c13,539.6944936421314
1245,866d7784ed1380003929da44f965aef9339702f9,572.9190985017016
1246,1b360e9099f37b95fd6fcf5fbcae9040dd2ec08c,496.41801311895154
1249,f66562b958e6349449b87fea0a01fab214f6ec8b,368.79407728131076
1250,beefc7a89a2d9882e5983d80e356f8b7c23994f7,511.4524153712505
1251,82d7709a8445664e93038482fbfee478e8a40273,492.9288393373006
1252,e3929d32c498f8e45ae326017cf7c60308880d94,607.5629322728489
1253,9da35674034a0a1373298436fdfb2f1d840a6da2,446.62006705176987
1255,0c48aad5141a6d61b2669d5c06360ecb9e8cba72,406.50275746019867
1258,d426e04457c4fc8b4068a7da6805a7ab8e07224d,437.6494638015008
1260,f5c04dc290d6706af8214800e25be19129dc9f7b,435.4505811703235
1261,cd20ace0b8fb57cecb028764042f1c7851d39507,412.61771005614145
1262,eb5f0ef501357740c2ac626bf1ce233475aa47af,454.0457235673287
1264,383f9cdf1c3d46a2cd312345792cf74f15e4b746,549.5702906846312
1266,fe23ba819708fa369addcf9e6dcc7657cab3a96a,452.79842616745526
1267,ff9b660a4b5cec9244456ee346b17eaa0e891c5c,617.2915973526934
1270,b0e8139fa43e8c764878dcd69f3548d74353d838,481.7083573738837
1272,9284a89fdbdd88fe9877dad42e9984e7e2484e20,494.4966608959479
1273,f4c4cee74ce9ede036564ef9b80aba39c768e126,385.00693665130166
1275,b8fb9eb73a9f599896d49678bdab39e07479b2ba,412.5551814866494
1277,bee771ff249f080561ad1b67c3a0050a3ab89b32,493.9601493962783
1279,809ec35d37a181001a42e6340709505e78a2c577,437.00334607560825
1280,67da0b704f0c6cc6037509ab516aaaf58fd950b0,483.48995786250634
1281,53a43fbdde0c7189e80b0eb49689cc0c076a78a4,427.46075284795705
1283,60290f6053f0e9a625bc9d2f699ca507e8985292,408.68063084988125
1284,1ac7d9f17dad3ee282009fcb7fd7d2f01e2d37e7,478.3631248776462
1288,4dff8608a5941c894c2f71aae910da722b5b2b2d,434.1420696487935
1289,67833093fd0fde740199378acf55c33de750736f,465.0679973603702
1290,23c6b7ea47102c0ba28ac805a03304d515494ecd,509.2483679392974
1292,1cd22b8d1afa3cb766a863c1bd25c5f2e724fd17,432.38026568897567
1293,68b155dada9a40aafaaa7714e063a432dd8275d6,395.54235849856155
1295,4b324a03dd0297c66f2f390ab58e6c3c3b6fae16,601.8455640587224
1296,04df4468d9913083f7984969a8b2892f210b4193,412.78124792065483
1297,cc2a0d12abf9b0917d668bec85e91fafddac7c45,549.1697955548714
1299,e9b1849607e9d8ab47b7fc39be369805313dda59,379.29733464475714
1304,95a22a438d6ae5aae37830d6a7fc74e75fc981af,481.15031589643513
1305,27584421ac81833fb4ccf564a6fcdd4ac2b698be,542.0145800189231
1306,e720fd525ae844a709b93fdb28f7914c48d8160d,532.584246670661
1307,24fa503c4c1225e71a37fe92b354c626e099cbb6,606.4118142808653
1308,6af857c10637e8e60ee8723080d306cf45181a2f,604.9925851465641
1310,32901dff0d1bb61b99d0a34d55ef3c5c6b7bc30e,429.80106741407866
1313,ddb9f7681e4b80dfff9ee296444d1294f55dd13c,461.83345271192934
1314,3a9507cc35b592af5172dd8ebb28cc89827e3f68,429.8595523271331
1316,551f1885fa0f60bb05f612a39cafe53130ac961e,407.08416418966397
1318,cc3750ac71c85cc688659b3eb20dc112738eb623,638.0853298558753
1319,04239f2bf72cdc7e72a1c7a90711df6fc5f26da5,447.84814171375183
1320,9c87e30e40e82eba487a7fb0b594eb881db74389,384.17606024796106
1322,eb13a10d11465081642b5ae93ad1867dcd2d3b1e,423.7575346971657
1324,16f6526457cc7d849c2a9829efa0e021c78353f0,510.3776738519183
1325,74b0cbfbe74747c9780b564db3e624d3c19878a2,420.25636477459256
1326,fc67a6d22a9d1beadaf42cd714789d5749800b19,411.51731974434045
1327,d0c7acbad13d292e637f23633da232e29186e20c,468.45943678786614
1328,b921a4ac834cc1109c06e7c1de9439c0daf16e06,530.1820050953731
1329,e31ee5529458da77ca3239ca06f64465e737e454,435.44715334206444
1331,5c3b77931dd97f17e14c3bbf205173d36f09c6f0,450.14192208618914
1332,07b1e3e8c1f33a4b6095ba6b1d17a147082a388f,549.3490480704256
1334,05a25962f9f30d8544842ec3d79244e99d11017b,616.9075391835172
1335,458f801c533d802e3655e9bbced52ee22826f197,437.4494346255936
1336,03e6a7ed0af5b24ea57bb1bb6f37b17047637356,435.325065804665
1337,293ffd1359a352518d31928214161b644128851e,541.8206516610229
1338,95068b8d72613d8b51b22243060dd50a498e4dbf,502.75583276465443
1339,ab27d902b2db2bcaf5392dbc510e7e2e361d0e0d,396.6120623903841
1340,bf222e2161bef0e4bbbdd1e6afd8850d926aeea4,466.2100609489774
1341,758e005c28f680380e79d7935f29ce42c3b49dfe,537.7898087155373
1343,e3fa80e14d38fffa4d278d65edd2c32b24019a9d,480.4649254755194
1345,52a23c1eb5ea201859a91a6cb70114032878f7da,382.8018704675165
1346,b9f5a1dead337185a7e8d1ed7b23e66bb1ef527a,583.5138651388033
1349,ec12ea01cda3dcf0c6271ea7140c656f4774264b,454.706977210523
1350,14c81f8ccbbef0ae638bcdbea9f0f81cb92d3588,530.9632451841495
1352,131010225a14ea18fa1748a59efd6413fc0eb338,465.5665358058225
1353,a2b095e8fed2a3edb2a751b5e1e71336757e278d,412.86482111770164
1354,766e70bac5c7e88381749ba3f140e03132b0858e,418.23075482227483
1355,92f75ecf86b6e027c977162cc4297db8d280b2be,485.96351761452024
1357,a3af6be26868494212d438ddc80ba11e55d7261c,531.0010328406747
1360,defb13732108dd8d257e70b84e439d9020576209,510.7667615321093
1362,8120c2970d5087725caa5d3d87fcfb24155d181b,384.8894254304801
1363,b12028d5f6ded3e6efdc8a3ab0a397ea5b6973ce,551.0493312544678
1364,95ced045710caddbab17dd0552eed9f15d76b4b8,553.1432726459518
1366,17cafdecd37633480065ba97838ed940156e0a07,492.10127119192396
1370,5f553236d725160fdbff443604199b293f1f44ce,473.3773756402049
1371,869b7dfefe247dfa859db744c33c2678411dd945,519.4979625218742
1373,c910640a6e6c25b259dfcc4990f2899245e988ca,432.0901744933125
1374,c9210ff822feac437edffb18dda200a8f3ea1a59,501.1618829128248
1375,e18348afecf00cc3d88f3ba48351ce1843f220a0,466.8434216205792
1376,5954217e13179b6043acc782e102668a2612a8e4,457.58541361847745
1377,503bbd27536b36d78fcc9d01270dc1561b6b3c5e,428.1432125098813
1378,1988c28e027eaf2dadcb8d877e3b4aeae6f59a71,444.54247759275694
1381,1cc3c1c17bb9140df54ea70bc5af1fd7c6d8ab36,445.0714527689063
1382,a7275f430267de859f35ff4b68e4a276e5be7279,431.3138027951371
1384,b6a3a8134c6800d7c966237626e820f8e4a0ceb8,471.93009339789154
1386,f9c8ad4b150124d24c41211c5292ccc2c16e68e7,513.7981946517515
1387,812dad3abf68e537e7a5f58627c83daea4375233,459.6614667323895
1389,8b9fea02641babf2396079c6edfed9abb45117bf,461.98514534940415
1391,d8788a6c3e384b392b77f519451fed79c34453a2,650.7843709924227
1392,1e6d53083bfb60a532c211edc06a3b3122eaa340,434.1764065129387
1394,1db27ec90efad017f1e8e8998389d75f98149663,432.7012564662572
1395,ee22b8c134e9178600d57236685e0822b2034601,594.1859693620356
1396,b03c5ebab160571176fd665bad3b559d23d28f4d,579.7780108145809
1397,018c21da2ea1df6cc5d00ce480c48672c234ddb5,552.770103612003
1398,5a71e57629eb2d9b1281fa0acf78fc410f82233a,405.8808848225369
1399,63add5acaf261ef36ff419c5cf3301d8b1a91b06,409.2986799370499
1400,5b7f5fb34de0f846635830319871e2bdd06857b1,482.98107354406477
1401,e074b29573906c0b39248900a4d73df3a44cb72f,454.6295125147715
1403,5a8b5ad4914609f0da01a68168f2dcaeb52a1d62,508.56371698703947
1404,6581d33040854c49896098641bd48cca28d0bfb1,435.0184665870536
1405,aa828fd73ad4d26bb04e4ec3ec3a705c67f546f3,553.6430357982972
1408,e5129f4e0fead85906b2b0ef48b253420c85060e,409.7390976144286
1410,64a758225c8fee36cfc6a33f8ce52435bee3f22b,543.9667453185101
1411,7866c1a752ede108330f59479ba22bbe27e24959,452.74467141403613
1412,e2d2423c2aa3c3191363bccba383a85740b6003a,471.0076159062675
1413,e26a4055e714830a051bbd4118cb4e10cfe613f9,447.4517005619858
1414,a2a35215a2bacc65b551efa3a17f34c5566ba27b,433.0966244457455
1415,9e53b4840e7a00693adbb1eb46654e76c8309a61,481.3927593715396
1417,4665254e0bacb0ecb8a006903b69fa80b51490d5,472.7675588914967
1419,166fb0fa70c428f172f3fcb85eddff4b3ca33545,544.3541978761343
1422,16ba4511e82380eebd8917142d36a7f2ca28afd9,400.17774938978965
1427,3e934aed492c97df7bdd037b918beb8dcd3e0cb3,423.29971953721713
1429,3783d0f562e9914300b98214cbf59c47df628116,426.24094383709127
1430,6259df3d2eb137841e632a56f2f7cca3e3ff4172,479.3319141978089
1431,89b4c8805837e713f9a730c673c222d2fe78bd69,400.2949025222963
1432,95c02dd69769edcba23a333a45ad4d70e6c0cfbd,599.1019761187202
1433,4a242ade5a0d370fdb4f53bfc60b00d5f5f1df5e,405.79337892625165
1434,c90b14063cc4b109019cacd40eba1359439a23a8,445.7096056862413
1436,49412082f17170a1b1a7a0f4811fc3f84cab68d7,420.9011730410248
1437,9f8d3b5c8003823b00814d8650478f4a4123310e,534.2191998182027
1439,973f904d79c6d3556de58dd6a26972c4d1f519ac,426.9443416761354
1440,f16b98a557d8b1b061c74d2f7fdc51e9a42adc00,504.31616351581204
1441,236ccca2305d258085cfccd31359d025e8c2ef03,471.72104620068586
1444,35c68cb7b68131dd4395dbaaceafc098adb26efe,494.7515266131388
1445,72c35c5e9265e22fc9cfacdd50a47adc2fdaa20c,443.2014029583791
1446,39f3b003b013995457d88d0f976e589375ea381c,579.3986882458141
1447,be2efc5d7aac68e406e259efd6a1383b0535d030,515.9921456179204
1448,05654f1872402567f29cb0dbd2b6a67ca962ba20,407.49079106982936
1449,01ef84ddbd815b848e2791e31d1e1fb530af0800,483.2112158174956
1451,0347f75702f7a58defa7830fd2160be814ee63d7,471.6691941436239
1452,e9f4a7e0f743c19594d064f493acc7da5705cb97,547.2096191804804
1453,cbc361742d9f5471b72c408c86a163a3a0babdde,448.2175155472886
1456,4028ff6efc6f00b3024a6e07394d97b5d05f52d4,427.3295104445328
1457,b935e46f14ef9cabe4855d768f80a882afc5bbf3,524.2081209799023
1458,dd89be9611dd1e70f883c325c3de4bfd4beddd54,604.2716083406981
1459,7a6f4434324d90047db1434d2218b125200749d1,564.5462703381621
1460,1fb16f5693c7c8d701c7d6a8b2d2bd497fb576ba,533.5726325607607
1461,5943b6debfe5b94ae0e6819377ce039b35aa8f5b,631.1419393914906
1463,53758d4e489f33ad1709258781c0db4fab9b5803,484.0289908980489
1465,4d1782421e1635415765058a400cbf70e2efc504,507.6154589136272
1466,8d827fe667c86686d1ad9f7ab6c62b30d3d916e1,481.42775809683644
1468,09985e3d85e82b3a084a6854d96f6eaaab8d8273,457.29524712886524
1470,52e6e0e10f90361c2ff44016e514330a60be586e,426.25913460802775
1471,4b9588a9197d26bb43f6bd71dd1a34b598a2c94d,500.4113644399084
1472,4496d0d42a729a789643e669e0f73b068777f1d7,447.29857804320494
1473,0e62088a0bd61cefe0756a63c5af7132651e9eea,434.5003004961031
1474,cd24a0c4131412a63327491a7f9a33d4d9c4bbb1,455.4563889995495
1475,d6d378efae0f7fc2dcbf94d111a57f9a1706c52f,432.73443266329906
1476,c16dc22c158d28ef77c69463309bd08d7c5b6736,417.78717525914874
1477,62f07fb05c1335d56823a296968f0052ef393852,548.2722359295634
1478,c921879f4f48c0cc5ba092b03e62973976c85a17,451.10951302164574
1480,f9503cf91610c5dee9a59c9e20c3b147db7b8f31,552.9549500374019
1481,fee103a972b59d0ccba0feb8675a40a245112360,415.2783526615851
1482,49aafbfd3dc45435f5e1755a2e0723967d683a6c,595.0147217160069
1485,a12474a6e8f7fa3b7f6a57749d57abf3b0334c01,580.8818218565731
1486,65b711ff6055c05fb83d01e46da49803d9dab58f,470.6282342823775
1487,a6edeceb9d45fdd9f131984206250b116b0b94db,597.8489843094266
1489,a3f03a18f80a199f5f7c28e963c139b55d1fdfc9,490.68583466568634
1490,0f73a216f0e2a2af8814d6faa530648df17cfe37,487.3379215667369
1491,eca7b9fb647b11d556338ead147b829adeaee4b5,390.5836041665872
1494,9d86872c99e4afc37f1c6b01357a3128f947cd87,513.2103764136644
1495,34e428fff9d5931c622b15ee18951f781dbc571b,433.555305253512
1496,6b10ac235069fa3fa257149b095e113710721781,435.78648835947723
1497,6dd3df00297de5fc127deb03d1cb76ab9385d496,430.6064402900216
1498,f578deabf3afe98992b136729474b1ed461bd6a3,562.268233187197
1499,e59a4f0a6af71a8e014026aa7c8dd9a473171aa7,643.8822807165197
1501,e1526ef25f838eeb588fa4f3df0cc514376901e0,492.52745898060766
1502,f2b7d6d8635b65fb4730a3860998148f83cbf92a,444.27511674218283
1503,05fb2b3c3cb1085375bf04a0c773f1de17a9a939,515.1235272917008
1504,9943ea95b914e7b37549437fb292ce9608f10d41,520.1085705108092
1505,7d93473c5e877b59586deaaf559da053dbc9a7bc,495.116447216403
1506,e65ba317385a51e76379f53a718b43678d468a17,480.93170941791954
1507,cb8a7c0c876d287354b99b4480e0c5fe360583b7,445.76061455327874
1508,259303751b8f314105e5889e30e02c3c1a887c5a,549.0334048099078
1510,62121076b2a2fc75f121ebb3d01af8a0f7b791be,438.30367283540556
1511,c80f7b579f91b8d02382fe242062f2d75f271bb0,432.9657215125096
1512,901027c8d499d895e0022de833e1a05800e0dff9,468.7171743424135
1513,e63c018e3539baa1a5480a84bc7d83d5dd428c18,387.39259015293
1515,07c8954960c4774f911f34fc6ed6ecc80c418b3a,602.2549604027535
1517,addaffc4a499dbafbd55194706f75a50c1359f20,459.04772582138776
1519,d8d0b37b552dbfb590ffe86600f0b8ea379039ba,456.76972478367196
1520,6aba74ebcbbdb7b9f2a4483adeb769de06403004,463.43888030665624
1521,d3380c010e39f08a398b07639fe9f091f9d6ebad,465.35349665168206
1522,3245e67245c8ca0c162e45db30153c4a3870b113,501.83708297481553
1524,37b44770511dcfd53cb5b84729e675c0052bec0e,499.97068436213874
1525,ffc2ce905f7ad8cbc5dff0427059c5d6aceaaee9,441.7067306365344
1526,a25f9c0b7ddaa3b3a4de122dac978fc6744f62dc,397.07090136247115
1527,215e9bbaeb0836ca4aa28d9d05f9bdbb2ce7943a,491.52891750053004
1528,b64011aecd45ea9d1b33de793e4cda3fce49bd3f,384.7399695903023
1530,27efa149460fd0952df3acd2b9b552baf5fc5dda,483.27547185036906
1531,3f55d05a38abe559f4e9421ffe4af64cb0a31b3c,571.9083511716053
1532,c5501d10debc09cd5ddbf04f39e1cb01334a14b1,450.6596362111115
1533,3dfa7872aa3b128de6e8c5ff5d59b094bcf11834,462.2792944851344
1534,0654c8263516d72be6891a0ecca904f41c4d10b1,520.6666628778294
1535,69a4a6042373b49e3abeb16903d90be32f41ed26,426.69322886885436
1538,35e66128c079d902484cba327f1d99d9a50f8e70,393.12509813717764
1539,24507171dec4cee2f64c8819f2f0c33882138078,563.5147939291633
1541,425b9425691ab3a12a19eb8553e6a66340827e6f,645.4339085019083
1542,331cfb9e53861cd1304a66385b1f91bd844f9ae7,463.5962370934002
1543,7d20da9fad6951e92128cb96ed65c0274725564c,399.89015532259054
1544,35736d0db390f11f2655ecbdf2f4e0f95913c013,485.87496944479517
1545,b4e3a0b877e12f70ec2fd814a664e3830107615c,460.1846511117321
1548,cf61d7396561b36044ea119b74c7ea1cc1083895,393.88525734315925
1549,5a8c458e9e19e15a59f06d7a86abae6207652e1b,456.9179734136811
1550,aebb3b8c5a61f8e69b773f0a8b3ee65531e24f1f,508.621817239875
1551,ab91fb38c1472e50f726f6564b128125105c423c,437.64749850737354
1553,fe6f686f595cce82b0e423d735d93376e1078970,487.3755296971871
1554,ca929d2fce6afa19a2a44d7324f59b5571504a56,367.0834511972954
1555,355146e8b44a5170d6be887d4a885381389a88c2,495.6820259349164
1556,b307abb62bc1660ab857080595abca38e67569a5,469.69292574005243
1557,00b5f0e8ee64e0b62488691eef2331727aa5a2ce,426.5412913440232
1558,daca5f01d4227d57dc02b533dac9aadee17d874a,420.86877593722244
1559,418d7059d5266d440e6e6d952d1091955e8e096a,670.6774426529585
1560,df9964be2c367b2bf7b25d49f5bf047f5a51e4d8,579.9691119289994
1562,7cfc0106adedbc2997d97ba062c2d73a315735e9,610.180225361476
1563,0968f25447365f5338e2183ff45e60ac1cbc662b,464.8041252130634
1566,40a8e7f491eef8f056f80ff22b4ec822ab44b257,483.4877499658376
1567,6e62c79c0eacb68d25bfe268e57a5c1a0f5f6402,439.44326820955087
1568,de1775c30a3c0cb59489f59f4b79c11c5eff9e09,439.74090146475066
1569,3b4b91a764a8cdb63b28c49be5596cce6c591ba8,431.2902097100666
1571,3f7db50e487aac041dc7a93dadc63c2b64f35f35,425.5611100545471
1572,f6ac8e11a2f46730b6239c8fdac72c089b098a0c,430.25378829247575
1574,564ef83dedb5fc55f4d18dadc833a59be5b66b93,421.5234797438812
1577,6eb99d9fcf3725c82dd85000687fea5c87ba5603,530.042368031119
1578,40b19d0d687b11c151e2e52a1c45cdc228367248,430.31532685490214
1579,306994c5a4709fc9524805e27a94b0af37b710d6,448.9568695971909
1580,05f29cbe52e4638f8522b4cf7156451be52f820f,525.3330554352034
1581,fd07d9a0ce6516e599c6aa77812d11b2e9a74d88,520.3284695775661
1582,70a2ee9298bd2f3c3285b6cc90acdec0a552af62,508.0537290460861
1585,8a2887db89c942c5db855014d17f83d72a42d1da,431.06620977171053
1586,50fefecf2b22217f20e38de53a9d373f2e6fb479,478.278461539178
1587,806c930bc010bd0594fb1988bad5371989cbf48c,413.3728288079087
1588,cad6cd0d6f3da18f67700ed1cc192a204e47a9b3,471.26857267401533
1589,9341d194ee48dc4c7824ebfb75f75b3d46ec23ae,481.89750328626155
1590,68714d974b0744f451c5ebc8fd4d8098f6eec52f,439.72687821859915
1591,014ea6d95ae315c024af366feda8ad406bf24711,523.2782303949447
1592,2ace1dee1b009246306a32a49ef67dc885559d05,538.0832941733366
1593,47e8256128b8451f996f90e19fef736fc88f674d,602.1485042034668
1594,5bd64029979188029b354f74a3615c3e3ae51773,518.1102566935742
1595,614a6af307a7a6f7c34e7f84970a86b22158c831,449.25356794646405
1597,52e63792b8830a6145aa22af560859087b89ec3b,430.9981597228259
1598,89a327243b1ccbf4bd9c83966951c9c3b334539a,483.00245760366664
1600,b75727e7f8339da2534837df6a3b87cd893a3d64,423.8094645424222
1603,6c998fe9d20676974cfbba5238729817364b81ff,437.00469479323925
1604,3f3b28575c4adf02995f473f9fc96af185ea0ba3,389.5469437470977
1607,5a9807c656339abe3e250fa7a6da78a597db03c2,495.9436896789907
1608,fbfbea6fd499c91e414273325f39473a8660d3cb,483.39808425235066
1609,8f5c721a8efdf18ad7178a4c7543115f4fdfc4f2,413.22493418321267
1610,e39ee7214eb0de339889086bbcc3fb9c27635e88,403.60948919766207
1611,f2c02571ccffbc71ed989ca6e81ce0a866aca9e6,483.9370761788416
1612,6a48260a4426d3440055e722abdf3904f72dbe71,440.8347918787561
1613,6d4020e289006dd2b3882a9535f648cc7733654b,604.7135028719264
1614,6959680884f838fa666cef4dcaf6f38c68015a75,454.2596973486858
1615,f10048cb12482c95e2bff728bb8b092c6de58185,484.45030481537526
1617,c38df26822878ec8aec4e990a7dce9fbe3b31c15,484.8728910767272
1618,82918decf898ff34c3fb8f74dcc741d89f2e887a,430.445984210608
1619,0950ced524718e7354726002cce923bfd5768972,461.45780992467786
1620,eb844fe5f340bd85246c14507ec44d11a5ad1b3a,493.9736638833199
1621,915381e62e7a246910a872eb342807407e71317a,554.7406673321404
1622,774ac976cedb112ac8fb15af96fda500a5f027c1,451.7241042182707
1623,339c2ad1c2f8bb87c25560267bcdbd010cff4960,406.351742499517
1624,7aaf4058b49b53fab1e8d023936c86a532346dd5,476.69835926080805
