,NU_INSCRICAO,NU_NOTA_MT
1045,9aa4a411cd914b73b9d2843d50f7796dad1c0969,458.0126052775043
1046,061ec45bddd19204b4ed9e1cc794b116aaffcd97,592.1194400182399
1047,a90881337238e2cea4c2ce693aa1b6bb8dc3e23d,493.3993441681769
1050,83400bcebb04d1605ad7d37568b1bf4bde04b494,437.3211975263574
1051,54899865c8bed8eb4d54c8d4c8ae09a30864290c,638.6415589625151
1052,63e7e834e16f11029f62736780b3a101cac5e5f8,563.9032659813713
1053,dc7a06efb8feb5e397b1d57d5478e2965322e80e,462.9745509642487
1055,8ba8d9f7e4d980b58556226d906e2236659cda4f,409.7349904963465
1057,ef52f1830fe4acb0d7ce223353a239b3fac81925,446.7372781093309
1058,873ca0475258c0454ff969ff7f8b779c30729f48,473.92591769845245
1059,43d7bd465f67853f09b8ea211afa8cba29d6452a,386.0076295483203
1060,0495f3de4b62dd3864b46d99dd94d2cac5ee30e5,429.48961043364227
1061,691a5440a2e6406b5444e5322ca44e06ccb3ddf6,529.8035589254803
1062,49a9e7f2baa21147daed25a03be27ef0d785cdaf,427.7518282108064
1063,f9f2a8ef22a9ca0df9043d97f8091821346f7efa,551.1248932502699
1064,2c2e3ea8b9a1097ce7a9330a386a2b32b4693317,565.9714474162367
1066,c57e5c73a18d895c0d10f18f4ca74d5073c16698,536.9855966884627
1068,20eaf4dfc827e8fa9f3fc7d7c7b7ba1c66e4fba7,454.8310754055716
1070,291eda98ff5f826d1adeec3ce1efc385ece76e7c,435.3826852444767
1071,a976f1e8f9ba929071999ca384edb2f2bd0e0026,438.33188724913396
1073,601eb56c4870e7f3ce567bef879997434fab6978,441.32340926100954
1074,195b20dc6c758d0fb1709ceeb16fff1be40ba63c,485.6415427089014
1075,8d2007f35400585b1a23535658a56e3f56deae16,597.913618498407
1076,504fb778c3000f0f74c49d28a157ef535df7b26e,510.13456959266665
1077,41486a1936312d298dd64860a5d146bbe6e1f6ad,431.9664070062944
1079,eaf79174460e09e7653d588de06f97e1bbd42138,510.2188768680573
1080,cd62a1fa1eb574a4ec4ec390d3510e65db72e1ad,400.09214987106714
1081,2181b6cd1a507e4be28b56bc22a49fc0c508891f,450.4629206885196
1082,5cf539ec5fbefdd7e36c73555623aef55261b30a,610.568162487376
1083,cfcaab878786f9216a4d8433f2a46bad9276aee4,456.4596873933562
1084,1b24de7ad1184ad4a97f373e876b96eea61c6b17,523.4954697564635
1086,62add403579d50fbee420593bd16447b10679b89,513.8512131348732
1088,e00b16108ae0577000f16ced5a92205b35879b17,437.537198915825
1092,3c4914af467ac58e125a45a078ab6cd43e13b655,473.55842276502176
1093,2a325c32daf5b142cb0312bd9bc7b97ab6dc2fd8,443.9814448200238
1094,df7d7db821755b6e9a024a3cebe06b8155d9c708,462.3658544768563
1095,8134453bc66345ba09033fc2118df694fa6a5299,485.67163060966834
1096,6e3fa5e6dd0bf71c8fb50f78c463e3b69ac0a00b,469.0147739803221
1097,b04d55df23021bca201b74ffe2e63ea7f2449877,484.10190106458725
1098,3f318550fb1494cc6160d1e031ae29ac2fc065aa,493.9379933205137
1101,c7cc0461b2c741ae81ee815a975dc6b9e514875c,479.0416102272623
1103,af6c4e9ec5b12de767977306416bd0d9447d310d,432.0949864724848
1104,7b309e8114f95274ac95aad6697df953fce1d861,418.8998165323099
1106,1129f19bd9bdda52f995bbbc88ac1d7b2c7b10d4,441.0929604573546
1107,adcb305091a3f8b4a9771362caaae7d2b39465c2,475.7374777967831
1108,3b08ec5615162eeef39ddf97c305601f8d6be53c,629.059162095604
1109,dd8bf6ed8a7291b0bac35478a7d4812939478898,513.9117202088178
1110,298c9c61c87385c00c8eaa4192d153a8d059e411,483.4930528981006
1112,64449fe7c928f02f796c5b0d527c681b537f7859,432.6881234203691
1115,5b4105ad5fc607cdcd25108cdb499ec0c7f7cd5c,575.087859166437
1116,f0d08da594cee151c351acda8e05cedb7aa8f2e6,557.8118845160955
1117,cd2030092aacaa9580845fc92189ad3bc1a88129,413.81546474111747
1118,1372e1ae0bd729de3f59baae76f62b02b73b21ac,480.2495039698545
1119,3a74629fd3af085f644ada2fd31359de263dc95d,455.6220591193263
1120,c5c4d066740c70017879a186e3df0b148edb1785,427.60694763898164
1121,93622845055ef268067ee6964763aff9683e8360,450.0734469750013
1122,5201a5f9e394334dc5fd4a496f8f50e6208d19e7,402.88903710280084
1123,7e760b93b2a189673c81aff7015aca45b4f50f3e,436.5145786604348
1125,e4e972daa04fa516a7faddc8f3a9051fa1a3ef73,439.8898829726862
1126,04013eb3b9f5e047e3c384cbc124d6be434890c1,418.9951539554397
1127,da0d4b43fd0c5896ab67944d72aa269aa842668e,591.2495819085493
1128,27b0ea08fbfdf0ab929e8910fb53de7f2d38e027,450.15679659464985
1129,bf751d79db8096cf876ac75002003bf2a7da2035,428.9669665301556
1131,726af52ecc5309864376cfbb79843e4d9bc67eb0,520.218142490995
1133,ab662cdba1df0e1c825e0a4ee853ba1e1cbc93b7,509.49655750576034
1134,9cb5797ed8f7ede425ba307f769774b42460774c,460.47205158021836
1135,ac75c3f733f769455017ffdcf9b4ef75af3f853b,418.20039556278317
1136,8c408798149631973f52a14f363b604349f3425d,613.7399402409128
1139,b04c28955fd0f07bf69fc01d69aed8d166814b31,429.4539835552191
1140,8526e4bbbef79ed45f772a3cf3f872feca4b2c78,454.580284708761
1141,fa2603e1077c05493a48a74c6365a8d938b9bb58,438.76273049681856
1142,0432abb93e94758393c78d674c53761c8e7547b2,427.5490111684188
1143,49b0b691c0182295bc83ac4cc9d50a64a5848c0d,533.2763478302265
1144,40e4c903604e672a031abf55a0e9d0be2499e19d,533.326883447261
1145,954ace12d31d77ef4ea626ea92bdeb925fd6e5ae,577.7203611489972
1146,ae275ec587fa99cbc535a14b099e9a53418ad6f5,603.5831728068376
1147,a40bcb038126e8fcc18613587d349c451b17495e,630.5889691507673
1148,9b19bbaedd6ecaef988bef930c5793119b19dc00,433.0592342627288
1152,3d6a4ab1849805f82b0f394f9a4fa437f4b32ac3,415.70461783162426
1153,6be58e40bbd01a8ac4d505fbd0365dd83af28e95,498.33219339348085
1155,46ef075a91ce3096159d24ef137e502955a2e92a,444.2755628908522
1157,0fd2ebb2cba41467a2f1f064879e27c14671db11,470.2766516689245
1158,1a4a64788e42e62aebaf976e118e4312f271be20,546.1812088076431
1160,176bc8dd43cac4ba6a6d6a02ffdff69f551753ea,490.7904442130586
1162,6c508375be3ebcb0b6c52551760aebf3b08eeb9a,413.73755560629354
1164,d920d310fa85f5d607cddd3f366d1fb4901372da,463.8582456450861
1165,362d6b57494e38fdb9d8081c65fcf4c95e1d1bd7,499.15679105068983
1167,ba01e15e5a2f24d0dd9b724618655a329ad61213,475.98017236592426
1168,dbeac2f05498472ec708163898309999efef03f2,387.1859044178245
1171,f9e9ba7cde4ffc2fe5abfac27bd6d9cb5111ba88,544.7684655628009
1172,8b8e4fa6082f26f5676d2a45314fc89dcdad7076,473.82164812632203
1173,825b9a5eb0d8725082051b41e082aed01dc9be7e,378.3393438088646
1174,67d77c90ad21e26bfc94677547f6910b01dc1d32,417.7046418478864
1176,74271d115ce6ed32aa2aa834385200a606c62bce,370.98142196442603
1177,6efd349903f7b391b6f920cc76de7b507258a8c9,400.14181755805237
1179,c0934de7b64b1ea909ce77c97580606e18936874,597.8019717152997
1180,f81906feca10f1eeb5153e9f662a06040dc795c9,571.1576860102277
1181,18aa57fa1865b2c449bcd32f44cec2cfd4d3fb53,426.7402663903006
1182,2ad02e38865830766bb87531dcb154852364eb39,504.70911969883906
1184,f986cc713f62755c8e4e47a388f9775fe2f46b40,444.61045466828773
1185,143481c553f2f07d71a7b02d4364cf716eb213c3,512.4011017640739
1186,7c2c0ca131808098924fa3305efe67029c95e527,516.9635385327961
1187,862074b9b6dcb5e90476279725b9d0aa991f1e86,362.98172628433775
1189,cc57d8d2de26ada1e07617bd66f8fd3f61f8b1ba,452.4955377633625
1190,cd532929efcd6be773ba62fc83c631a77eb24e94,621.5639421101832
1191,64a70bc39c408304ecb8e572765315a3896ff833,485.53154445017634
1192,5573caf7f47589820461e64565f85c11bf9f122b,446.9590757113568
1193,3d53dc66f180761ba5e2d28a300c8ef057d9ea7c,588.7799146442148
1194,e7f989fad23aa525007003e7d1382ae56c9947f5,442.62068353994283
1195,44b8f6f734d554fec0da2e60da8d27868798c802,498.7498968246227
1197,34d6082a74330b3f5bc565fc573674afaa03f661,700.7809970205114
1198,d25c087f96c3997d6328b953d4a710d27ef5838a,454.80185038440203
1201,1fc2ba4ee56a9fbd8fe1aaebbd17687e789e56ba,479.3308301572359
1202,e447d3f2d58677fd267d7a03f501ef642a1d4e06,405.57389379221553
1203,fbe1950b1a096572f21ea11345473fefcba6c84c,443.580712601058
1205,c2254381cb8e8019e54099ee35eeb5fe7216f9a0,465.68369576596007
1207,48bb95f95bf1597bd67366fb50610ada3df98863,450.9725792560257
1208,51ae593280f360e68b5400abcbb0d37f1ecade71,686.0642420279551
1212,6058199e6bda1e0af51a1186b65ff76d4fe4035c,536.2894683286804
1213,9ce7d4b53bf2eb3cad027dafeb62d9de6632a2c3,442.63681853902335
1214,31a4df5d818242efa0d50309c9bd5e503d3811fe,434.10444879738014
1215,89c71043264315c4e0eea0f8775363a12dc82061,414.52652117082476
1216,81d76646552b14b85adb5d258e5a135fd7ddb86a,470.7799622992716
1219,c4a3b96cff4393b06246604527f1a558ad8b66b3,564.2878447786889
1221,45eab0d008b4971810ca4b2d7b735916d9991a9a,642.7541547992435
1222,982fd0566d5924b506fe1477fda3513984c4c702,529.362255138903
1223,071406b9fa1692facfb35f7a9ce5106eae4ef6d1,516.206909215786
1224,4edfc1f4a0e7eb1d527d38c7bb3d3dddf6236042,424.8986717486772
1226,8cadd025151167286941b7d4f113e0335e046bbb,569.0223027321833
1228,6629196865947bb489338e3fa1c9f0e56614ee72,517.7342947967077
1229,b11e9bf8d068464d8d1ecef81cad5c24a3dd1d44,357.0710034733582
1230,bff7d200b32aa005540af908fb325a46ca9bb742,405.7998057989537
1233,5d42040f9935aff1dabc32c4f5a578148138e1af,389.127978391253
1234,bd01964e27b0e530ca458b382b07493aeb48a2ef,446.53252950667473
1235,6588cdc7aef843b1775104bc38017bb3f808c7bc,445.4971614056804
1236,8f355ce069b6da0b9a1f6890136dc7d7e1b00c44,596.0125332574803
1237,1d705b7b461dfd626645d5df319ab733c1c1ca73,463.01637278638805
1238,106b58912414f794e754883865bf6e4cf68adfbc,462.0104429063415
1240,973c923e39db780e329a64c6049dc85d9be17978,412.24699099056306
1242,0f5367ce6b0a0245b9a7d75b6e2321a092f2596c,445.67853430660466
1243,7f9879b40a268318e2a969e73156aa9df7a48c13,539.281329401291
1245,866d7784ed1380003929da44f965aef9339702f9,575.9819822332383
1246,1b360e9099f37b95fd6fcf5fbcae9040dd2ec08c,495.47721142294296
1249,f66562b958e6349449b87fea0a01fab214f6ec8b,367.34699854040764
1250,beefc7a89a2d9882e5983d80e356f8b7c23994f7,514.250601922033
1251,82d7709a8445664e93038482fbfee478e8a40273,491.9471864067513
1252,e3929d32c498f8e45ae326017cf7c60308880d94,604.6689437376556
1253,9da35674034a0a1373298436fdfb2f1d840a6da2,445.8297517158337
1255,0c48aad5141a6d61b2669d5c06360ecb9e8cba72,409.2563456852807
1258,d426e04457c4fc8b4068a7da6805a7ab8e07224d,438.340085089269
1260,f5c04dc290d6706af8214800e25be19129dc9f7b,436.9055388522946
1261,cd20ace0b8fb57cecb028764042f1c7851d39507,413.4058405276222
1262,eb5f0ef501357740c2ac626bf1ce233475aa47af,454.2430973255554
1264,383f9cdf1c3d46a2cd312345792cf74f15e4b746,549.5614666592203
1266,fe23ba819708fa369addcf9e6dcc7657cab3a96a,452.5181141589675
1267,ff9b660a4b5cec9244456ee346b17eaa0e891c5c,619.4241518024596
1270,b0e8139fa43e8c764878dcd69f3548d74353d838,483.3596773704803
1272,9284a89fdbdd88fe9877dad42e9984e7e2484e20,494.3166826356233
1273,f4c4cee74ce9ede036564ef9b80aba39c768e126,386.754031656959
1275,b8fb9eb73a9f599896d49678bdab39e07479b2ba,411.5938934688004
1277,bee771ff249f080561ad1b67c3a0050a3ab89b32,494.7345043322617
1279,809ec35d37a181001a42e6340709505e78a2c577,436.00397455457716
1280,67da0b704f0c6cc6037509ab516aaaf58fd950b0,483.31989814078224
1281,53a43fbdde0c7189e80b0eb49689cc0c076a78a4,427.0326916728336
1283,60290f6053f0e9a625bc9d2f699ca507e8985292,407.8115439150884
1284,1ac7d9f17dad3ee282009fcb7fd7d2f01e2d37e7,478.7115102565854
1288,4dff8608a5941c894c2f71aae910da722b5b2b2d,433.52202659749344
1289,67833093fd0fde740199378acf55c33de750736f,462.4865678410657
1290,23c6b7ea47102c0ba28ac805a03304d515494ecd,509.0030044112497
1292,1cd22b8d1afa3cb766a863c1bd25c5f2e724fd17,430.7839332740126
1293,68b155dada9a40aafaaa7714e063a432dd8275d6,394.58225043334085
1295,4b324a03dd0297c66f2f390ab58e6c3c3b6fae16,599.2799226725617
1296,04df4468d9913083f7984969a8b2892f210b4193,411.9466797475339
1297,cc2a0d12abf9b0917d668bec85e91fafddac7c45,549.876908374114
1299,e9b1849607e9d8ab47b7fc39be369805313dda59,377.8070756483899
1304,95a22a438d6ae5aae37830d6a7fc74e75fc981af,480.6156712834002
1305,27584421ac81833fb4ccf564a6fcdd4ac2b698be,543.045155332597
1306,e720fd525ae844a709b93fdb28f7914c48d8160d,533.3779702294014
1307,24fa503c4c1225e71a37fe92b354c626e099cbb6,610.3929264842438
1308,6af857c10637e8e60ee8723080d306cf45181a2f,603.4638561532302
1310,32901dff0d1bb61b99d0a34d55ef3c5c6b7bc30e,430.11356778025305
1313,ddb9f7681e4b80dfff9ee296444d1294f55dd13c,461.9831565328168
1314,3a9507cc35b592af5172dd8ebb28cc89827e3f68,429.35694268432485
1316,551f1885fa0f60bb05f612a39cafe53130ac961e,406.2750219770766
1318,cc3750ac71c85cc688659b3eb20dc112738eb623,640.5752146785424
1319,04239f2bf72cdc7e72a1c7a90711df6fc5f26da5,446.03612339521806
1320,9c87e30e40e82eba487a7fb0b594eb881db74389,384.29928985139736
1322,eb13a10d11465081642b5ae93ad1867dcd2d3b1e,420.47805995785495
1324,16f6526457cc7d849c2a9829efa0e021c78353f0,510.40122697361113
1325,74b0cbfbe74747c9780b564db3e624d3c19878a2,421.7780929738614
1326,fc67a6d22a9d1beadaf42cd714789d5749800b19,412.2534485740934
1327,d0c7acbad13d292e637f23633da232e29186e20c,468.7830072429948
1328,b921a4ac834cc1109c06e7c1de9439c0daf16e06,529.5439014368558
1329,e31ee5529458da77ca3239ca06f64465e737e454,435.1486034310261
1331,5c3b77931dd97f17e14c3bbf205173d36f09c6f0,450.5886471118554
1332,07b1e3e8c1f33a4b6095ba6b1d17a147082a388f,549.7191749010888
1334,05a25962f9f30d8544842ec3d79244e99d11017b,616.1092133825368
1335,458f801c533d802e3655e9bbced52ee22826f197,435.86482347198614
1336,03e6a7ed0af5b24ea57bb1bb6f37b17047637356,435.06499662316804
1337,293ffd1359a352518d31928214161b644128851e,541.4891069712633
1338,95068b8d72613d8b51b22243060dd50a498e4dbf,502.4254495228633
1339,ab27d902b2db2bcaf5392dbc510e7e2e361d0e0d,396.2172644598703
1340,bf222e2161bef0e4bbbdd1e6afd8850d926aeea4,468.36432643804665
1341,758e005c28f680380e79d7935f29ce42c3b49dfe,537.3404237726306
1343,e3fa80e14d38fffa4d278d65edd2c32b24019a9d,480.50115192635917
1345,52a23c1eb5ea201859a91a6cb70114032878f7da,383.34084839099444
1346,b9f5a1dead337185a7e8d1ed7b23e66bb1ef527a,586.458878472381
1349,ec12ea01cda3dcf0c6271ea7140c656f4774264b,457.07021430461566
1350,14c81f8ccbbef0ae638bcdbea9f0f81cb92d3588,532.8175817886618
1352,131010225a14ea18fa1748a59efd6413fc0eb338,463.18831329976234
1353,a2b095e8fed2a3edb2a751b5e1e71336757e278d,412.5407312967143
1354,766e70bac5c7e88381749ba3f140e03132b0858e,417.5876373343114
1355,92f75ecf86b6e027c977162cc4297db8d280b2be,485.3729716295543
1357,a3af6be26868494212d438ddc80ba11e55d7261c,532.1465417009199
1360,defb13732108dd8d257e70b84e439d9020576209,512.1703252411849
1362,8120c2970d5087725caa5d3d87fcfb24155d181b,383.7641973150332
1363,b12028d5f6ded3e6efdc8a3ab0a397ea5b6973ce,550.6801845435534
1364,95ced045710caddbab17dd0552eed9f15d76b4b8,555.2948886127815
1366,17cafdecd37633480065ba97838ed940156e0a07,493.5071858116118
1370,5f553236d725160fdbff443604199b293f1f44ce,472.9191488274511
1371,869b7dfefe247dfa859db744c33c2678411dd945,519.8368586251349
1373,c910640a6e6c25b259dfcc4990f2899245e988ca,431.82931682412067
1374,c9210ff822feac437edffb18dda200a8f3ea1a59,501.93735166642335
1375,e18348afecf00cc3d88f3ba48351ce1843f220a0,466.16527737495994
1376,5954217e13179b6043acc782e102668a2612a8e4,458.3663772639663
1377,503bbd27536b36d78fcc9d01270dc1561b6b3c5e,427.817261215738
1378,1988c28e027eaf2dadcb8d877e3b4aeae6f59a71,445.1785266002786
1381,1cc3c1c17bb9140df54ea70bc5af1fd7c6d8ab36,445.6437487607368
1382,a7275f430267de859f35ff4b68e4a276e5be7279,435.559550351468
1384,b6a3a8134c6800d7c966237626e820f8e4a0ceb8,472.2782092884392
1386,f9c8ad4b150124d24c41211c5292ccc2c16e68e7,513.1441969475254
1387,812dad3abf68e537e7a5f58627c83daea4375233,460.9834045950465
1389,8b9fea02641babf2396079c6edfed9abb45117bf,461.0069236374378
1391,d8788a6c3e384b392b77f519451fed79c34453a2,648.4149829729013
1392,1e6d53083bfb60a532c211edc06a3b3122eaa340,433.99650666824806
1394,1db27ec90efad017f1e8e8998389d75f98149663,433.61674157062737
1395,ee22b8c134e9178600d57236685e0822b2034601,593.9960750971775
1396,b03c5ebab160571176fd665bad3b559d23d28f4d,578.0266405893865
1397,018c21da2ea1df6cc5d00ce480c48672c234ddb5,549.3658471916588
1398,5a71e57629eb2d9b1281fa0acf78fc410f82233a,404.1526528969948
1399,63add5acaf261ef36ff419c5cf3301d8b1a91b06,413.8944818044815
1400,5b7f5fb34de0f846635830319871e2bdd06857b1,482.68859512327583
1401,e074b29573906c0b39248900a4d73df3a44cb72f,453.98092758210623
1403,5a8b5ad4914609f0da01a68168f2dcaeb52a1d62,506.9824148311306
1404,6581d33040854c49896098641bd48cca28d0bfb1,434.9937508709532
1405,aa828fd73ad4d26bb04e4ec3ec3a705c67f546f3,555.240198069358
1408,e5129f4e0fead85906b2b0ef48b253420c85060e,412.3525667965348
1410,64a758225c8fee36cfc6a33f8ce52435bee3f22b,544.3658372484624
1411,7866c1a752ede108330f59479ba22bbe27e24959,452.5708238085512
1412,e2d2423c2aa3c3191363bccba383a85740b6003a,472.36086695032867
1413,e26a4055e714830a051bbd4118cb4e10cfe613f9,447.47789183004824
1414,a2a35215a2bacc65b551efa3a17f34c5566ba27b,432.65354121311054
1415,9e53b4840e7a00693adbb1eb46654e76c8309a61,482.0842383216321
1417,4665254e0bacb0ecb8a006903b69fa80b51490d5,472.31708836808616
1419,166fb0fa70c428f172f3fcb85eddff4b3ca33545,544.6996099830287
1422,16ba4511e82380eebd8917142d36a7f2ca28afd9,399.3119708199957
1427,3e934aed492c97df7bdd037b918beb8dcd3e0cb3,423.6481465751822
1429,3783d0f562e9914300b98214cbf59c47df628116,425.12147846317595
1430,6259df3d2eb137841e632a56f2f7cca3e3ff4172,479.6700292678584
1431,89b4c8805837e713f9a730c673c222d2fe78bd69,401.5994763498711
1432,95c02dd69769edcba23a333a45ad4d70e6c0cfbd,598.651752786325
1433,4a242ade5a0d370fdb4f53bfc60b00d5f5f1df5e,405.47684666533974
1434,c90b14063cc4b109019cacd40eba1359439a23a8,445.77097194885414
1436,49412082f17170a1b1a7a0f4811fc3f84cab68d7,421.40088633839395
1437,9f8d3b5c8003823b00814d8650478f4a4123310e,533.4705948531321
1439,973f904d79c6d3556de58dd6a26972c4d1f519ac,426.347103180001
1440,f16b98a557d8b1b061c74d2f7fdc51e9a42adc00,503.4912072662741
1441,236ccca2305d258085cfccd31359d025e8c2ef03,472.1348756809093
1444,35c68cb7b68131dd4395dbaaceafc098adb26efe,494.7442588620226
1445,72c35c5e9265e22fc9cfacdd50a47adc2fdaa20c,443.5472285015667
1446,39f3b003b013995457d88d0f976e589375ea381c,579.1365139545835
1447,be2efc5d7aac68e406e259efd6a1383b0535d030,516.4678948982953
1448,05654f1872402567f29cb0dbd2b6a67ca962ba20,408.67563311940006
1449,01ef84ddbd815b848e2791e31d1e1fb530af0800,483.9889486672448
1451,0347f75702f7a58defa7830fd2160be814ee63d7,471.06952194778154
1452,e9f4a7e0f743c19594d064f493acc7da5705cb97,546.5106938229987
1453,cbc361742d9f5471b72c408c86a163a3a0babdde,448.58679712937595
1456,4028ff6efc6f00b3024a6e07394d97b5d05f52d4,427.3472714077972
1457,b935e46f14ef9cabe4855d768f80a882afc5bbf3,524.0270966655858
1458,dd89be9611dd1e70f883c325c3de4bfd4beddd54,605.470546311579
1459,7a6f4434324d90047db1434d2218b125200749d1,564.1984083041114
1460,1fb16f5693c7c8d701c7d6a8b2d2bd497fb576ba,532.8983673994164
1461,5943b6debfe5b94ae0e6819377ce039b35aa8f5b,630.0370876391926
1463,53758d4e489f33ad1709258781c0db4fab9b5803,485.24857362428196
1465,4d1782421e1635415765058a400cbf70e2efc504,508.0693176019732
1466,8d827fe667c86686d1ad9f7ab6c62b30d3d916e1,482.4869671416598
1468,09985e3d85e82b3a084a6854d96f6eaaab8d8273,459.0011849738147
1470,52e6e0e10f90361c2ff44016e514330a60be586e,425.9738188610884
1471,4b9588a9197d26bb43f6bd71dd1a34b598a2c94d,500.9905293920984
1472,4496d0d42a729a789643e669e0f73b068777f1d7,445.97704765831054
1473,0e62088a0bd61cefe0756a63c5af7132651e9eea,432.8072334595093
1474,cd24a0c4131412a63327491a7f9a33d4d9c4bbb1,454.41970642575893
1475,d6d378efae0f7fc2dcbf94d111a57f9a1706c52f,432.7850761414926
1476,c16dc22c158d28ef77c69463309bd08d7c5b6736,417.9387527170262
1477,62f07fb05c1335d56823a296968f0052ef393852,549.8283094453236
1478,c921879f4f48c0cc5ba092b03e62973976c85a17,450.80997457965566
1480,f9503cf91610c5dee9a59c9e20c3b147db7b8f31,554.4989530143912
1481,fee103a972b59d0ccba0feb8675a40a245112360,415.2775031581657
1482,49aafbfd3dc45435f5e1755a2e0723967d683a6c,596.142217724384
1485,a12474a6e8f7fa3b7f6a57749d57abf3b0334c01,582.7692909133159
1486,65b711ff6055c05fb83d01e46da49803d9dab58f,473.6039841790525
1487,a6edeceb9d45fdd9f131984206250b116b0b94db,597.8359818735562
1489,a3f03a18f80a199f5f7c28e963c139b55d1fdfc9,491.13705057939814
1490,0f73a216f0e2a2af8814d6faa530648df17cfe37,486.8662119946974
1491,eca7b9fb647b11d556338ead147b829adeaee4b5,389.66809164817744
1494,9d86872c99e4afc37f1c6b01357a3128f947cd87,513.6340961706242
1495,34e428fff9d5931c622b15ee18951f781dbc571b,432.5548042915816
1496,6b10ac235069fa3fa257149b095e113710721781,437.5767769834231
1497,6dd3df00297de5fc127deb03d1cb76ab9385d496,429.76954632551355
1498,f578deabf3afe98992b136729474b1ed461bd6a3,563.41263378234
1499,e59a4f0a6af71a8e014026aa7c8dd9a473171aa7,643.5303838214843
1501,e1526ef25f838eeb588fa4f3df0cc514376901e0,493.0006478245229
1502,f2b7d6d8635b65fb4730a3860998148f83cbf92a,443.2731306007608
1503,05fb2b3c3cb1085375bf04a0c773f1de17a9a939,514.9333945927121
1504,9943ea95b914e7b37549437fb292ce9608f10d41,520.4180270691943
1505,7d93473c5e877b59586deaaf559da053dbc9a7bc,495.64149660612946
1506,e65ba317385a51e76379f53a718b43678d468a17,481.33515299309585
1507,cb8a7c0c876d287354b99b4480e0c5fe360583b7,446.1665635652818
1508,259303751b8f314105e5889e30e02c3c1a887c5a,548.2663303261779
1510,62121076b2a2fc75f121ebb3d01af8a0f7b791be,439.3582881980649
1511,c80f7b579f91b8d02382fe242062f2d75f271bb0,435.5982706811754
1512,901027c8d499d895e0022de833e1a05800e0dff9,467.92403692273473
1513,e63c018e3539baa1a5480a84bc7d83d5dd428c18,386.76525595042654
1515,07c8954960c4774f911f34fc6ed6ecc80c418b3a,600.9624688602605
1517,addaffc4a499dbafbd55194706f75a50c1359f20,461.0165137999426
1519,d8d0b37b552dbfb590ffe86600f0b8ea379039ba,456.8085008546896
1520,6aba74ebcbbdb7b9f2a4483adeb769de06403004,463.92606567945353
1521,d3380c010e39f08a398b07639fe9f091f9d6ebad,465.6275580334422
1522,3245e67245c8ca0c162e45db30153c4a3870b113,502.98650919788105
1524,37b44770511dcfd53cb5b84729e675c0052bec0e,499.38497171032117
1525,ffc2ce905f7ad8cbc5dff0427059c5d6aceaaee9,442.0002239642464
1526,a25f9c0b7ddaa3b3a4de122dac978fc6744f62dc,395.8147874690485
1527,215e9bbaeb0836ca4aa28d9d05f9bdbb2ce7943a,490.2558002126672
1528,b64011aecd45ea9d1b33de793e4cda3fce49bd3f,385.5326139683431
1530,27efa149460fd0952df3acd2b9b552baf5fc5dda,483.14506049919913
1531,3f55d05a38abe559f4e9421ffe4af64cb0a31b3c,570.4902739571701
1532,c5501d10debc09cd5ddbf04f39e1cb01334a14b1,449.850106956272
1533,3dfa7872aa3b128de6e8c5ff5d59b094bcf11834,464.1192511837843
1534,0654c8263516d72be6891a0ecca904f41c4d10b1,520.0099272847124
1535,69a4a6042373b49e3abeb16903d90be32f41ed26,428.2014975436228
1538,35e66128c079d902484cba327f1d99d9a50f8e70,393.7658561586252
1539,24507171dec4cee2f64c8819f2f0c33882138078,562.2733322173933
1541,425b9425691ab3a12a19eb8553e6a66340827e6f,645.2951165993084
1542,331cfb9e53861cd1304a66385b1f91bd844f9ae7,462.200078197472
1543,7d20da9fad6951e92128cb96ed65c0274725564c,400.5717400529893
1544,35736d0db390f11f2655ecbdf2f4e0f95913c013,489.19968413234045
1545,b4e3a0b877e12f70ec2fd814a664e3830107615c,459.99346516967006
1548,cf61d7396561b36044ea119b74c7ea1cc1083895,393.89334874539384
1549,5a8c458e9e19e15a59f06d7a86abae6207652e1b,454.1887740770937
1550,aebb3b8c5a61f8e69b773f0a8b3ee65531e24f1f,508.8153858899595
1551,ab91fb38c1472e50f726f6564b128125105c423c,435.28980950211104
1553,fe6f686f595cce82b0e423d735d93376e1078970,485.50112933424896
1554,ca929d2fce6afa19a2a44d7324f59b5571504a56,367.787063878065
1555,355146e8b44a5170d6be887d4a885381389a88c2,494.4016047458885
1556,b307abb62bc1660ab857080595abca38e67569a5,469.267552966827
1557,00b5f0e8ee64e0b62488691eef2331727aa5a2ce,425.48998095091764
1558,daca5f01d4227d57dc02b533dac9aadee17d874a,420.87034175771055
1559,418d7059d5266d440e6e6d952d1091955e8e096a,668.6760965661254
1560,df9964be2c367b2bf7b25d49f5bf047f5a51e4d8,580.1260707156155
1562,7cfc0106adedbc2997d97ba062c2d73a315735e9,611.3230847266727
1563,0968f25447365f5338e2183ff45e60ac1cbc662b,464.04408938766403
1566,40a8e7f491eef8f056f80ff22b4ec822ab44b257,484.5966950701224
1567,6e62c79c0eacb68d25bfe268e57a5c1a0f5f6402,441.0579931524035
1568,de1775c30a3c0cb59489f59f4b79c11c5eff9e09,440.47293480989913
1569,3b4b91a764a8cdb63b28c49be5596cce6c591ba8,430.3327025096469
1571,3f7db50e487aac041dc7a93dadc63c2b64f35f35,425.7357974542563
1572,f6ac8e11a2f46730b6239c8fdac72c089b098a0c,427.1197434564885
